13
0 南门 6
1 西门 6
2 一餐 1
3 信电楼 5
4 二餐 1
5 二舍E 1
6 基础一 2
7 基础二 2
8 图书馆 3
9 菜鸟驿站 7
10 桃园火锅 9
11 东门 6
12 四餐 1
13 三餐 1
