44
0 1 1300 0
0 8 300 0
0 11 1300 0
1 0 1300 0
1 2 200 0
2 1 200 0
2 3 340 0
2 4 350 0
2 6 560 0
3 2 340 0
3 4 170 0
3 6 150 0
4 2 350 0
4 3 170 0
4 5 330 0
4 6 400 0
4 9 110 0
4 13 1100 0
5 4 330 0
5 9 120 0
6 2 560 0
6 3 150 0
6 4 400 0
6 7 500 0
6 8 550 0
7 6 500 0
7 8 370 0
7 13 800 0
8 0 300 0
8 6 550 0
8 7 370 0
8 12 1200 0
9 4 110 0
9 5 120 0
9 10 160 0
9 13 200 0
10 9 160 0
11 0 1300 0
11 13 800 0
12 8 1200 0
13 4 1100 0
13 7 800 0
13 9 200 0
13 11 800 0
